RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7301,15788224,Sanderson,669,Germany,Male,45.0,1,123949.75,1,0.0,0.0,110881.56,0
7302,15702149,Fomin,767,Germany,Female,33.0,1,,1,1.0,1.0,132480.75,-9999
7303,15708236,Wright,491,France,Female,72.0,6,91285.22,1,1.0,1.0,7032.95,0
not_a_number,15568469,Buckley,653,France,Male,43.0,0,0.0,not_a_number,1.0,,27862.58,0
7305,15764444,Pan,679,Germany,Male,58.0,8,125850.53,2,1.0,1.0,87008.17,0
7306,15794204,Manna,687,France,Male,28.0,7,108116.66,1,1.0,1.0,27411.19,0
7307,15807546,Chinwendu,837,France,Female,38.0,2,0.0,2,1.0,1.0,46395.21,0
7308,15782159,Ndubuagha,850,France,Male,28.0,8,67639.56,2,1.0,1.0,194245.29,0
7309,15618703,White,663,Spain,Female,53.0,6,150200.23,1,0.0,1.0,151317.27,1
ERR_314,15793317,Hale,547,ERR_382,Female,22.0,7,141287.15,1,1.0,0.0,,0
