RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1134,15706899,Ma,559,France,Male,34.0,4,0.0,2,1.0,1.0,66721.98,0
1134,15706899,Ma,559,France,Male,34.0,4,0.0,2,1.0,1.0,66721.98,0
7807,15750410,Jordan,680,France,Female,25.0,4,123816.5,1,1.0,1.0,90162.35,0
9910,15813163,Endrizzi,739,France,Male,58.0,2,101579.28,1,1.0,1.0,72168.53,0
9910,15813163,Endrizzi,739,France,Male,58.0,2,101579.28,1,1.0,1.0,72168.53,0
9090,15676526,Bentley,608,France,Female,34.0,4,88772.87,1,1.0,1.0,168822.01,0
9090,15676526,Bentley,608,France,Female,34.0,4,88772.87,1,1.0,1.0,168822.01,0
7667,15813192,Chukwuemeka,494,France,Male,25.0,6,0.0,2,0.0,1.0,109988.09,0
9321,15780215,Berry,ERR_608,France,Male,31.0,6,0.0,2,1.0,1.0,2382.61,0
5124,15744606,Davidson,832,Spain,Male,29.0,8,93833.86,1,0.0,1.0,10417.87,0
