RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1891,15796969,Lahti,731,France,Male,33.0,4,0.0,2,1.0,1.0,74945.11,0
1892,15574783,Perkins,584,France,Female,37.0,1,0.0,2,1.0,1.0,180363.56,0
1893,15773487,Conway,634,Germany,Female,31.0,8,76798.92,1,0.0,0.0,196021.73,0
1894,15802486,Hayes,488,France,Male,34.0,3,0.0,2,1.0,1.0,125979.36,0
1895,15783398,Rizzo,535,Spain,Female,49.0,7,115309.75,1,1.0,0.0,111421.77,0
1896,15649418,Krylov,776,France,Female,29.0,7,178171.04,2,1.0,1.0,115818.51,###
1897,15604588,Li Fonti,850,Spain,Female,38.0,3,0.0,2,0.0,1.0,179360.76,0
1898,15735428,Talbot,673,UNKNOWN,Female,37.0,0,0.0,2,0.0,0.0,82351.06,0
1899,15629078,Matthias,850,Germany,Female,45.0,5,127258.79,1,1.0,1.0,192744.23,1
1900,15806880,ERR_501,627,Spain,Female,30.0,6,0.0,1,1.0,1.0,113408.47,0
