RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9481,15710687,Mills,593,France,Female,33.0,0,95927.04,1,1.0,0.0,199478.05,0
9482,15725166,Chidubem,505,Spain,Male,35.0,8,116932.59,1,1.0,0.0,91092.84,0
9483,15599211,Findlay,707,France,Male,40.0,1,0.0,2,1.0,0.0,14090.4,1
9484,15675983,Wood,692,France,Female,36.0,3,79551.12,1,0.0,1.0,178267.07,0
9485,15622370,Boyle,813,Germany,Male,UNKNOWN,1,116416.94,1,0.0,1.0,85808.22,0
9486,15656319,Toscano,850,Spain,Male,37.0,4,88141.1,1,1.0,0.0,109659.12,0
9487,15605130,Seccombe,753,France,Male,32.0,6,177729.13,1,1.0,1.0,161642.08,0
9488,15672574,Uspenskaya,850,ERR_636,Female,32.0,5,0.0,1,1.0,1.0,3830.59,0
9489,15659355,McKenzie,671,Spain,Male,32.0,6,123912.78,2,1.0,1.0,146636.44,0
9490,15777907,Liang,791,France,Female,33.0,3,0.0,1,1.0,1.0,144413.92,1
