RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2601,15744582,Randall,680,France,Female,24.0,10,0.0,3,1.0,0.0,154971.63,1
2602,15616700,Leach,622,Spain,Female,41.0,9,0.0,2,1.0,1.0,155786.39,0
2603,15683521,Godfrey,594,Germany,Male,28.0,0,142574.71,99999,1.0,0.0,99999,0
2604,15583049,Wallace,643,Germany,Female,34.0,7,160426.07,1,0.0,1.0,188533.11,0
2605,15643752,Wei,540,France,Male,25.0,5,116160.23,1,1.0,0.0,13411.67,0
2606,15618401,Mitchell,635,Spain,Female,34.0,5,,2,1.0,0.0,15733.19,0
2607,15715707,Light,657,France,Male,32.0,3,118829.03,2,1.0,1.0,73127.61,0
2608,15814209,Capon,814,France,Male,31.0,1,118870.92,1,1.0,0.0,101704.19,0
2609,15733768,Hou,600,France,Male,32.0,1,0.0,1,1.0,1.0,101986.16,0
2610,15755242,Rowe,682,France,Female,46.0,2,0.0,1,1.0,1.0,114442.66,0
