RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7021,15786237,Pickworth,651,France,Male,28.0,7,0.0,2,1.0,0.0,823.96,0
7022,ERR_790,Porter,672,France,Male,28.0,4,167268.98,1,1.0,1.0,169469.3,0
7023,15796813,Storey,493,France,Male,54.0,3,167831.88,2,1.0,0.0,150159.95,1
7024,15605791,Li,524,Germany,Male,29.0,9,144287.6,2,1.0,0.0,32063.3,0
7025,15714087,McGill,624,Germany,Female,45.0,5,151855.33,1,1.0,0.0,68794.15,0
7026,15711446,Sinclair,569,Spain,Female,51.0,3,0.0,3,1.0,0.0,75084.96,1
7027,15803654,Horton,not_a_number,France,Female,27.0,2,0.0,2,0.0,1.0,114685.92,0
7028,15748552,Sal,464,Germany,Male,37.0,4,155994.15,1,0.0,0.0,143665.44,0
7029,15618410,Murray,718,Germany,Male,INVALID,7,UNKNOWN,1,0.0,0.0,51099.56,INVALID
7030,15672432,Giles,594,France,Female,53.0,4,0.0,###,1.0,0.0,5408.74,1
