RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8611,15731553,Lucas,730,France,Male,23.0,8,0.0,2,1.0,0.0,183284.53,0
8612,15617029,Young,596,Spain,Female,30.0,1,0.0,2,1.0,0.0,8125.39,0
8613,15780716,Colombo,686,Germany,Male,39.0,3,129626.19,2,1.0,1.0,103220.56,0
8614,15577018,Tsao,684,Germany,Female,26.0,2,114035.39,1,0.0,0.0,96885.19,0
8615,15809515,Lewis,797,Germany,Male,32.0,1,151922.94,1,1.0,0.0,8877.06,0
8616,15789924,Hussain,658,France,Female,39.0,4,0.0,1,1.0,1.0,147530.06,0
8617,15725076,Anderson,653,Spain,Female,27.0,6,107751.68,2,1.0,1.0,33389.42,0
8618,15672481,Ulyanov,641,France,Male,37.0,6,0.0,2,1.0,0.0,45309.24,0
8619,15734438,Shaw,656,Spain,Female,41.0,6,101179.23,2,1.0,1.0,35230.61,0
8620,15661830,,750,Spain,Female,36.0,6,0.0,2,1.0,1.0,59816.41,ERR_857
