RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5431,15746028,Chu,714,France,Female,24.0,7,0.0,2,1.0,0.0,166335.0,0
5432,15582951,Crawford,696,France,Female,25.0,8,126442.59,1,1.0,0.0,121904.44,0
5433,15616471,Milne,599,Spain,Male,51.0,0,0.0,1,1.0,1.0,175235.99,0
5434,15641575,Anenechukwu,577,France,Male,37.0,2,127261.35,1,1.0,0.0,56185.05,0
5435,15638803,Donaldson,733,Spain,Female,32.0,5,0.0,2,1.0,0.0,131625.14,0
5436,15808283,Kelly,647,France,Female,33.0,4,0.0,1,1.0,0.0,152323.04,0
5437,15811200,Ts'ao,ERR_330,France,Female,34.0,2,0.0,99999,0.0,not_a_number,165840.94,0
5438,15733476,###,543,Germany,Male,30.0,6,not_a_number,1,not_a_number,1.0,176692.65,0
5439,15633274,Tai,679,France,Male,34.0,7,160515.37,1,1.0,0.0,121904.14,0
5440,15582168,Muravyova,713,,Female,61.0,4,149525.34,2,1.0,99999,123663.63,0
