RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4591,15680167,Thomson,635,France,Female,78.0,6,47536.4,1,1.0,1.0,119400.08,0
4592,15762543,Goliwe,711,France,Female,32.0,1,0.0,2,1.0,0.0,126188.42,0
4593,15658475,Lori,834,France,Male,36.0,8,142882.49,1,1.0,0.0,89983.02,1
4594,15778157,Onwuamaeze,633,France,Female,44.0,7,0.0,2,1.0,0.0,29761.29,0
4595,15661532,Butusov,650,France,Female,31.0,1,160566.11,2,0.0,0.0,27073.81,0
4596,15782360,Rogers,743,Germany,Male,not_a_number,2,131935.51,1,1.0,1.0,96399.67,1
4597,15767908,Nicholson,567,France,Male,38.0,6,127678.8,2,0.0,0.0,45422.89,0
4598,15677105,Rossi,706,Germany,Female,46.0,4,105214.58,1,1.0,0.0,108699.59,1
4599,15641474,Hall,638,France,Male,46.0,9,139859.54,1,1.0,0.0,38967.29,0
4600,15624451,Huddart,641,France,Female,38.0,3,0.0,2,1.0,0.0,116466.19,0
