RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2561,15711834,Long,650,Spain,Female,30.0,6,0.0,1,0.0,0.0,67997.13,1
2562,15729763,Nelson,655,Spain,Male,34.0,1,116114.93,1,1.0,1.0,49492.15,0
2563,15646566,Bell,763,France,Female,58.0,9,187911.55,1,0.0,1.0,35825.18,0
2564,15645463,Udinese,843,France,Female,27.0,5,0.0,2,1.0,1.0,67494.23,0
2565,15672144,,667,France,Female,38.0,6,144432.04,1,1.0,INVALID,73963.17,1
2566,15596088,Fanucci,705,France,Female,50.0,4,77065.9,2,0.0,1.0,145159.26,0
2567,15614878,Yeh,660,Germany,Female,29.0,6,180520.29,1,1.0,1.0,123850.58,0
2568,15635240,Onuoha,553,France,Male,42.0,1,0.0,2,0.0,0.0,23822.04,0
2569,15775905,Moore,612,Germany,Female,47.0,6,130024.87,1,1.0,1.0,45750.21,1
2570,15700657,Thornton,641,Germany,Female,40.0,2,110086.69,1,1.0,99999,99999,
