RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1091,15604304,Perry,539,Germany,Female,34.0,4,91622.42,1,1.0,1.0,136603.42,0
1092,15784092,Henderson,732,France,Male,36.0,7,126195.81,1,1.0,1.0,133172.48,0
1093,15585198,Bergamaschi,715,France,Male,41.0,ERR_748,94267.9,1,0.0,1.0,152821.12,ERR_944
1094,15624347,Fokine,651,France,Male,40.0,4,0.0,2,1.0,1.0,147715.83,0
1095,15674573,Mackay,813,France,Male,34.0,0,0.0,2,1.0,0.0,43169.15,0
1096,15689081,Wu,692,France,Male,29.0,4,0.0,1,1.0,0.0,76755.99,1
1097,15813168,Maslova,756,Germany,Female,39.0,3,100717.85,3,1.0,1.0,73406.04,1
1098,15604295,Wei,543,France,Male,36.0,6,0.0,2,1.0,0.0,176728.28,0
1099,15724127,McLean,790,France,Female,26.0,4,141581.71,2,0.0,0.0,98309.27,0
1100,15810944,Sung,494,Spain,Male,38.0,7,0.0,2,1.0,1.0,6203.66,0
