RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9211,15792650,Watts,382,Spain,Male,36.0,0,0.0,1,1.0,1.0,179540.73,1
9212,15605531,Daly,457,Spain,Female,38.0,6,0.0,2,1.0,0.0,173219.09,0
9213,15605339,Baker,673,France,Female,37.0,10,0.0,2,1.0,1.0,37411.35,0
9214,15807305,Uvarov,584,France,Female,40.0,4,82441.75,1,0.0,0.0,80852.11,0
9215,15812893,Costa,629,France,Female,39.0,10,0.0,2,1.0,1.0,43174.49,###
9216,15624180,Genovesi,584,Germany,Female,37.0,10,134171.8,4,1.0,1.0,70927.11,1
9217,15701364,Doherty,724,France,Male,not_a_number,10,0.0,2,,1.0,54265.55,0
9218,15762588,Kaleski,644,France,Male,31.0,5,0.0,2,1.0,1.0,41872.17,0
9219,15806318,Wright,676,Germany,Female,48.0,2,124442.38,1,1.0,0.0,15068.53,ERR_397
9220,15712596,Huang,499,France,Male,31.0,4,0.0,1,1.0,0.0,25950.49,0
