RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9631,15801462,Yermakov,716,France,Male,31.0,8,109578.04,2,1.0,1.0,51503.51,0
9632,15566139,Ts'ui,526,France,Female,37.0,5,53573.18,1,1.0,0.0,62830.97,0
9633,15594556,Kodilinyechukwu,760,Germany,Female,34.0,6,58003.41,ERR_335,1.0,0.0,90346.1,0
9634,15668057,K?,669,France,Female,31.0,6,113000.66,1,1.0,0.0,40467.82,0
9635,15580805,Marino,655,France,Male,27.0,10,INVALID,2,1.0,0.0,51620.94,0
9636,15658768,Lucas,547,France,Female,49.0,2,0.0,1,0.0,0.0,65466.93,1
9637,15613048,Anderson,648,Germany,Female,40.0,5,139973.65,1,1.0,1.0,667.66,1
9638,15803654,Wei,790,France,Female,31.0,2,151290.16,1,1.0,1.0,172437.12,0
9639,15662337,Baldwin,744,Germany,Female,50.0,1,121498.11,2,0.0,1.0,106061.47,1
9640,15650924,Foster,761,Spain,Female,32.0,4,103515.39,2,1.0,1.0,177622.38,0
