RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5569,15594270,Biryukov,693,ERR_855,Male,38.0,7,198338.77,2,1.0,1.0,14278.18,0
9905,15722532,Angelo,690,Spain,Female,36.0,10,91760.11,1,1.0,1.0,135784.94,0
3570,15761670,Morley,695,France,Female,50.0,8,0.0,1,1.0,0.0,126381.6,1
8451,15710053,Neumayer,667,Germany,Female,44.0,5,140406.68,,0.0,1.0,57164.19,0
1249,15770030,Conti,689,Spain,Female,28.0,3,0.0,2,1.0,1.0,192449.02,0
5041,15749727,Chukwufumnanya,829,Spain,Male,50.0,7,0.0,2,0.0,1.0,178458.86,0
5041,15749727,Chukwufumnanya,829,Spain,Male,50.0,7,0.0,2,0.0,1.0,178458.86,0
99999,,McKay,581,Spain,Male,34.0,1,0.0,2,0.0,1.0,81175.25,0
1048,15720671,Cheng,###,France,Female,48.0,4,0.0,1,1.0,0.0,114020.06,1
8403,ERR_861,Coombes,549,Germany,Male,36.0,6,139422.37,1,0.0,0.0,83983.39,1
