RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9311,15733032,Butler,651,Spain,Male,47.0,2,0.0,2,1.0,1.0,119808.64,0
9312,15608381,Dean,585,Germany,Male,50.0,2,125845.66,1,1.0,0.0,9439.31,1
9313,15658946,Piccio,579,Germany,Male,40.0,10,45408.85,2,1.0,0.0,18732.91,0
9314,15757912,Bradley,722,Germany,Female,37.0,0,125977.81,1,0.0,0.0,160162.42,0
9315,15645371,Cameron,613,Germany,Female,51.0,7,147262.11,1,1.0,1.0,53630.9,1
9316,15653110,Chan,694,France,Male,42.0,8,133767.19,1,1.0,0.0,36405.21,0
9317,,Lettiere,550,Germany,Male,49.0,0,108806.96,3,1.0,0.0,61446.92,1
9318,15585249,Mironova,741,France,Male,42.0,6,106036.52,1,1.0,0.0,194686.78,1
9319,15611786,Tsui,668,Spain,Female,69.0,9,0.0,1,0.0,1.0,134483.07,0
INVALID,15575486,Okoli,529,France,,27.0,1,0.0,2,1.0,1.0,37769.98,0
