RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
221,15725311,Hay,726,France,Female,31.0,9,114722.05,2,1.0,1.0,98178.57,0
-42,15787155,Yang,514,Spain,Male,30.0,7,0.0,1,0.0,1.0,125010.24,0
223,15727829,McIntyre,567,France,Male,42.0,2,0.0,2,1.0,1.0,167984.61,0
224,15733247,Stevenson,850,France,Male,33.0,10,0.0,1,1.0,0.0,4861.72,1
225,15568748,Poole,671,Germany,Male,45.0,6,99564.22,1,ERR_140,1.0,108872.45,1
226,15699029,Bagley,670,France,Male,37.0,4,170557.91,2,1.0,0.0,198252.88,0
227,15774393,Ch'ien,694,France,Female,30.0,9,0.0,2,1.0,1.0,26960.31,0
228,15676895,Cattaneo,547,Germany,Female,39.0,6,74596.15,3,1.0,1.0,85746.52,1
229,15637753,O'Sullivan,751,Germany,Male,50.0,2,96888.39,1,1.0,0.0,77206.25,1
230,15605461,Lucas,594,Germany,Female,29.0,3,130830.22,1,1.0,0.0,61048.53,-9999
