RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9531,15584452,Bozeman,667,France,Male,41.0,6,0.0,2,0.0,0.0,167181.77,0
9532,15717010,Yu,741,France,Female,60.0,5,0.0,1,1.0,1.0,38914.51,0
9533,15643828,Teng,592,France,Male,-42,7,ERR_802,2,1.0,1.0,91196.67,0
9534,15733361,Davide,651,Germany,Female,45.0,6,86714.06,1,1.0,0.0,85869.89,1
9535,15795488,Beneventi,773,Spain,Male,ERR_659,2,not_a_number,2,1.0,0.0,57337.79,
9536,15581551,Yobachukwu,850,Spain,Male,41.0,8,132838.07,1,1.0,1.0,175347.28,0
9537,15632051,Douglas,550,Germany,Female,42.0,10,128707.31,1,1.0,0.0,63092.65,1
9538,15780409,Egobudike,783,France,Male,40.0,###,0.0,2,1.0,0.0,109742.55,0
9539,15572767,Shelby,777,France,Male,29.0,2,0.0,2,1.0,0.0,124489.88,0
9540,15590337,Golubov,659,France,Male,29.0,6,123192.12,,1.0,1.0,56971.41,1
