RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3400,15633352,Okwukwe,-42,France,Female,31.0,6,175443.75,1,1.0,0.0,INVALID,1
2955,15775562,Shoobridge,not_a_number,France,Female,33.0,5,0.0,2,1.0,0.0,126962.41,0
5511,15636330,Ch'in,588,Germany,Female,48.0,1,143279.58,2,1.0,0.0,31580.8,1
3137,15617877,Jessop,607,France,Male,44.0,0,0.0,2,1.0,1.0,81140.09,0
6461,15688395,Lane,582,France,Male,29.0,4,0.0,2,0.0,0.0,156153.27,0
2810,15757001,Mai,624,France,Female,32.0,2,79368.87,,1.0,1.0,145471.94,0
5486,15753837,Young,573,Spain,Male,38.0,4,0.0,2,1.0,1.0,196517.43,0
8094,not_a_number,Onyemere,584,France,Male,47.0,5,0.0,2,1.0,0.0,89286.29,0
3619,15750867,Nucci,489,Germany,Female,46.0,8,92060.06,1,1.0,UNKNOWN,147222.95,1
3619,15750867,Nucci,489,Germany,Female,46.0,8,92060.06,1,1.0,UNKNOWN,147222.95,1
