RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
not_a_number,15670866,Alexeieva,477,France,Male,27.0,1,128554.98,1,1.0,1.0,133173.19,0
3772,15643361,Cullen,477,Germany,Male,34.0,8,139959.55,2,1.0,1.0,189875.83,0
3773,15699486,Johnson,745,Spain,Male,34.0,7,132944.53,1,1.0,1.0,31802.92,0
3774,15747854,Rudd,749,France,Female,99999,3,0.0,3,1.0,1.0,132649.85,0
3775,15691785,Findlay,850,France,Male,61.0,1,0.0,1,1.0,0.0,53067.83,1
3776,15709004,Mai,528,Germany,Male,22.0,5,93547.23,2,0.0,not_a_number,961.57,0
3777,15652218,Morrison,750,France,Male,33.0,2,152302.72,1,1.0,0.0,71333.44,0
###,15697127,Monaldo,543,France,Female,31.0,not_a_number,147674.26,1,1.0,1.0,16658.76,0
3779,15658486,Gidney,579,Spain,Female,not_a_number,3,148021.12,1,1.0,1.0,74878.22,0
3780,15694160,Sagese,624,France,Male,37.0,0,0.0,2,0.0,0.0,112104.55,0
