RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2041,15652069,Huang,,France,Female,38.0,5,167539.97,1,0.0,1.0,159207.34,0
2042,15709846,Yeh,840,France,Female,39.0,1,94968.97,1,1.0,0.0,84487.62,0
2043,15635459,Shih,667,Germany,,27.0,3,106116.5,2,1.0,0.0,3674.71,0
2044,15642544,Henderson,723,France,Male,34.0,5,0.0,2,0.0,1.0,12092.03,0
2045,15566494,Fang,487,France,Male,45.0,2,0.0,2,1.0,0.0,77475.73,0
2046,15655238,Dellucci,668,France,Female,31.0,9,0.0,2,0.0,0.0,41291.73,0
2047,15733429,Chou,520,Germany,Male,34.0,8,120018.86,2,1.0,1.0,343.38,0
2048,15814536,Conti,549,France,Male,37.0,2,112541.54,2,0.0,0.0,47432.43,0
2049,15771702,Roberts,567,France,Female,35.0,5,166118.45,2,1.0,0.0,127827.18,0
2050,15723008,Lo Duca,720,France,Female,45.0,1,102882.4,2,1.0,1.0,35633.15,1
