RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3721,15788775,Milne,473,Germany,Male,40.0,8,152576.25,2,1.0,0.0,73073.68,0
3722,15758362,Williamson,731,France,Female,41.0,9,152243.57,1,1.0,1.0,88783.59,0
99999,15807961,Bruno,619,France,Male,25.0,4,0.0,UNKNOWN,1.0,0.0,145524.36,0
3724,15710978,Palerma,715,Germany,Male,42.0,2,88120.97,2,1.0,1.0,21333.22,0
3725,15703541,Wang,772,Germany,Female,51.0,9,143930.92,1,0.0,1.0,46675.51,1
3726,15626474,Onyemere,686,France,Female,31.0,1,0.0,2,1.0,0.0,4802.25,0
3727,15608344,Dawson,749,Germany,Female,29.0,7,137059.05,3,1.0,0.0,102975.72,1
3728,15768367,Nebechukwu,781,France,Female,27.0,7,186558.55,1,1.0,1.0,175071.29,1
3729,15806210,Bateman,675,Spain,Male,66.0,5,115654.47,2,1.0,1.0,131970.86,0
3730,15697702,Lord,730,Spain,Male,29.0,2,0.0,2,1.0,0.0,14174.09,0
