RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7121,15764866,Ofodile,796,Spain,Female,23.0,3,146584.19,2,0.0,0.0,125445.8,not_a_number
7122,15651868,Clark,672,France,Male,34.0,6,0.0,1,0.0,0.0,22736.06,0
7123,15815443,Lo,527,Spain,Female,46.0,10,131414.76,1,1.0,0.0,54947.51,0
7124,15682686,Chukwuemeka,722,France,Female,38.0,3,0.0,2,0.0,1.0,167984.72,0
7125,15697460,Lai,596,Germany,Male,34.0,4,99441.21,2,0.0,1.0,4802.27,0
7126,15748432,Arcuri,746,France,Female,32.0,4,0.0,2,1.0,1.0,72909.75,0
7127,15698271,Graham,523,France,Female,26.0,4,0.0,2,1.0,0.0,185488.81,0
7128,ERR_702,Krylov,624,France,Male,44.0,###,0.0,2,1.0,0.0,not_a_number,0
7129,15690372,Henry,553,Spain,Male,38.0,1,181110.13,2,1.0,0.0,184544.59,0
7130,15781875,Jamieson,850,Spain,Male,33.0,3,100476.46,2,1.0,1.0,136539.13,0
