RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9891,15670427,Chidi,662,Spain,Male,37.0,4,155187.3,1,1.0,0.0,48930.8,0
9892,15731755,Hull,680,France,Male,49.0,10,0.0,2,1.0,0.0,187008.45,0
9893,15796370,Shah,604,Spain,Male,40.0,5,155455.43,1,0.0,1.0,113581.85,0
9894,15598331,Morgan,764,France,Female,40.0,9,100480.53,1,1.0,0.0,124095.69,0
9895,15704795,Vagin,521,France,Female,77.0,6,0.0,2,1.0,1.0,49054.1,0
9896,15796764,Bruno,684,Germany,Female,56.0,3,127585.98,3,1.0,1.0,80593.49,1
9897,15589420,Osinachi,795,France,Female,40.0,not_a_number,101891.1,1,###,1.0,not_a_number,0
9898,15810563,Ho,678,Spain,Female,61.0,8,0.0,2,1.0,1.0,159938.82,0
9899,15746569,Tsui,589,France,Male,38.0,4,0.0,1,1.0,0.0,95483.48,1
9900,15811594,Gordon,660,Spain,Female,28.0,3,128929.88,1,1.0,1.0,198069.71,0
