RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7611,15615670,Kazakova,762,France,Male,36.0,5,119547.46,1,1.0,1.0,42693.65,0
7612,15705506,Perry,751,Spain,Male,38.0,7,0.0,2,0.0,0.0,90839.61,0
7613,15599535,Howell,678,Spain,Male,28.0,5,138668.18,1,1.0,1.0,54144.01,0
7614,15768449,Ricci,634,France,Female,37.0,7,51582.5,2,1.0,1.0,184312.88,0
7615,15725002,Smith,UNKNOWN,France,Male,,7,0.0,-9999,1.0,0.0,20306.79,0
7616,15611682,Rossi,590,Spain,Male,37.0,6,169902.92,1,1.0,1.0,128256.18,0
7617,15749964,Jones,610,France,Female,27.0,4,87262.4,2,1.0,0.0,182720.07,0
7618,15678779,Quezada,502,France,Male,33.0,7,0.0,2,0.0,1.0,4082.52,0
7619,15752601,McCulloch,578,France,Female,40.0,7,0.0,2,0.0,0.0,102233.73,0
7620,15758477,Tobeolisa,547,France,Female,32.0,2,0.0,2,1.0,0.0,132002.83,0
