RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1911,15705994,Alaniz,617,Spain,Male,42.0,0,70105.87,1,1.0,not_a_number,120830.73,0
1912,15590606,Saunders,595,France,Male,41.0,9,0.0,2,1.0,0.0,5967.09,0
1913,15576644,Lin,687,Germany,Female,29.0,4,78939.15,1,1.0,0.0,122134.56,1
1914,15750264,Pinto,757,Germany,Male,30.0,6,105128.85,2,1.0,1.0,62972.13,0
1915,15741554,Streeter,746,Spain,Male,31.0,2,113836.27,1,1.0,1.0,174815.54,0
1916,15769051,Shaw,503,Spain,Male,25.0,7,0.0,1,0.0,1.0,192841.13,0
1917,15569595,Chen,543,Germany,Male,48.0,1,100900.5,1,not_a_number,not_a_number,33310.72,1
1918,15699772,Barclay,428,Germany,Female,40.0,3,129248.11,2,1.0,0.0,72876.43,1
1919,15744105,Kodilinyechukwu,768,France,Female,28.0,3,109118.05,2,0.0,1.0,50911.41,0
1920,15673908,Otitodilichukwu,618,France,Male,56.0,7,0.0,1,1.0,1.0,142400.27,1
