RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4326,15727489,Madueke,567,Spain,Female,45.0,1,157320.51,1,1.0,ERR_956,62193.92,0
6451,15781409,Lazarev,834,France,Female,###,6,0.0,1,1.0,0.0,74287.53,0
93,15809248,Cole,524,France,Female,36.0,10,0.0,2,-9999,0.0,109614.57,0
2874,15707189,Marshall,667,Germany,Female,36.0,1,114391.62,-9999,1.0,1.0,53412.54,not_a_number
6597,15654531,Tuan,477,France,Male,22.0,5,82559.42,2,0.0,0.0,163112.9,1
6597,15654531,Tuan,477,France,Male,22.0,5,82559.42,2,0.0,0.0,163112.9,1
1550,15584364,Trentini,652,France,Male,48.0,4,59486.31,1,not_a_number,0.0,163944.18,1
1550,15584364,Trentini,652,France,Male,48.0,4,59486.31,1,not_a_number,0.0,163944.18,1
7412,15698749,He,626,Germany,Female,23.0,6,85897.95,1,1.0,0.0,109742.8,0
5597,15796957,Iadanza,597,Spain,Male,35.0,9,0.0,3,0.0,1.0,73181.39,1
