RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7421,15765487,Kuo,753,Germany,Female,38.0,9,151766.71,1,1.0,1.0,180829.99,0
7422,15646521,Fan,634,Spain,Female,36.0,1,0.0,1,1.0,1.0,143960.72,0
7423,15746258,Wright,622,France,Male,29.0,7,101486.96,1,1.0,1.0,8788.35,0
7424,15692430,Milano,699,Germany,Male,36.0,2,123601.56,2,1.0,0.0,103557.85,0
7425,15625501,Wall,570,Germany,Male,38.0,1,127201.58,1,1.0,0.0,147168.28,1
7426,15640521,Chidumaga,552,Germany,Male,33.0,3,144962.74,1,1.0,0.0,58844.84,1
7427,15790630,Olisaemeka,619,France,Female,48.0,4,0.0,1,0.0,0.0,18094.96,1
7428,15664720,,714,Spain,Male,33.0,8,122017.19,1,0.0,0.0,162515.17,0
7429,15750055,Onio,503,Spain,Male,32.0,9,100262.88,2,1.0,1.0,157921.25,0
7430,15644878,Hill,685,Spain,Female,43.0,6,117302.62,1,0.0,0.0,68701.73,0
