RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1581,15793881,Mitchell,721,France,Female,35.0,6,118273.83,1,0.0,1.0,3086.89,0
1582,15576517,Everingham,445,Germany,Female,34.0,7,131082.17,2,1.0,1.0,70618.0,0
1583,15631072,Huie,690,France,Male,38.0,1,94456.0,2,0.0,1.0,55034.02,0
1584,15730394,Crowther,709,France,Female,43.0,8,0.0,2,0.0,0.0,168035.62,1
1585,15631460,Swift,671,Spain,Female,42.0,3,0.0,2,1.0,1.0,128449.33,0
1586,15692002,Skelton,538,France,Male,33.0,6,93791.38,1,1.0,1.0,199249.29,0
1587,15595282,White,735,France,Female,33.0,4,0.0,2,1.0,0.0,149474.69,0
1588,15789548,Giordano,592,,Female,37.0,7,0.0,2,1.0,1.0,126726.33,0
1589,15758035,Bateson,747,France,Male,61.0,7,155973.13,1,0.0,1.0,147554.26,0
not_a_number,15741403,Hu,675,Germany,Male,36.0,7,89409.95,1,1.0,ERR_397,149399.7,0
