RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3271,15629885,Wilson,850,France,Female,33.0,7,118004.26,1,1.0,0.0,183983.82,0
3272,15708791,Abazu,584,INVALID,Male,32.0,9,85534.83,1,0.0,0.0,169137.24,0
3273,15793890,Harriman,728,France,Female,59.0,4,0.0,1,1.0,1.0,163365.85,1
3274,15598802,Frankland,560,Spain,Female,-42,4,95140.44,2,1.0,0.0,123181.44,1
3275,15596984,Pinto,629,France,Female,31.0,6,0.0,1,not_a_number,1.0,16447.6,1
3276,15800215,Kwemtochukwu,658,France,Male,25.0,3,0.0,2,0.0,1.0,173948.4,0
3277,15577806,Chiu,794,Germany,Female,54.0,1,75900.84,1,1.0,1.0,192154.66,0
3278,15749381,Yu,790,France,Female,41.0,2,126619.27,1,1.0,0.0,198224.38,0
3279,15683758,Onyekachukwu,640,France,Male,44.0,7,111833.47,1,1.0,0.0,67202.74,0
3280,15670615,Castiglione,652,Spain,Male,37.0,7,0.0,2,1.0,0.0,68789.93,0
