RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3371,15749905,Carr,698,Spain,Female,47.0,6,0.0,1,1.0,0.0,50213.81,1
3372,15625175,Palerma,742,Germany,Female,43.0,6,97067.69,1,0.0,1.0,60920.03,1
3373,15643967,Chineze,652,France,Female,37.0,4,92208.54,1,0.0,1.0,197699.8,1
3374,15578251,Fang,644,France,Male,37.0,2,186347.97,2,1.0,0.0,92809.73,0
3375,15772573,Simpson,735,Spain,Male,55.0,2,103176.62,1,0.0,1.0,163516.16,0
3376,15733234,Moretti,777,France,Female,58.0,4,0.0,1,1.0,1.0,62449.07,1
3377,15721582,Hale,644,Germany,Female,40.0,4,77270.08,2,1.0,,115800.1,1
3378,ERR_523,Benson,665,Germany,Female,37.0,3,111911.63,1,1.0,1.0,110359.68,1
3379,not_a_number,Estep,529,Germany,Male,72.0,not_a_number,94216.05,-9999,1.0,1.0,78695.68,0
3380,15637178,Mishina,803,Spain,Female,45.0,7,0.0,2,1.0,1.0,128378.04,0
