RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1301,15606915,Dodds,538,France,ERR_765,37.0,1,UNKNOWN,1,1.0,0.0,162511.55,0
1302,15780056,Ewen,643,Spain,Male,34.0,3,ERR_918,1,1.0,1.0,21360.88,0
1303,15671097,Carter,428,France,Female,31.0,2,0.0,2,1.0,0.0,54487.43,0
1304,15683930,Ch'iu,not_a_number,,Female,32.0,9,134096.53,2,1.0,ERR_375,53931.05,1
1305,15729435,Tsao,718,France,Female,31.0,0,INVALID,2,1.0,0.0,103165.15,0
1306,15800434,Burgess,811,Germany,Male,52.0,10,76915.4,1,0.0,0.0,146359.81,1
1307,15709117,Fanucci,823,Spain,Female,46.0,3,81576.75,1,1.0,1.0,28370.95,1
1308,15638806,Blackburn,645,Spain,Male,49.0,2,0.0,2,0.0,0.0,10023.15,0
1309,15662294,Bennett,710,France,Male,33.0,10,118327.17,2,1.0,1.0,192928.82,0
1310,15690079,Boniwell,591,Spain,Male,30.0,8,124857.69,2,0.0,0.0,50485.7,0
