RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1811,15592994,Zikoranachidimma,651,France,Female,65.0,0,0.0,2,1.0,1.0,190454.04,0
1812,15624068,Fu,779,France,Female,26.0,0,0.0,2,0.0,1.0,111906.0,0
1813,15595221,Trevisano,850,Germany,Female,33.0,7,134678.13,1,1.0,0.0,113177.95,0
1814,15637131,Fallaci,829,France,Male,38.0,9,0.0,2,1.0,0.0,30529.88,0
1815,15613471,Wiley,579,Germany,Male,31.0,2,90547.48,2,1.0,1.0,18800.13,0
1816,15583499,Chiagoziem,510,France,Male,32.0,9,103324.78,1,1.0,1.0,46127.7,0
1817,15752816,Murray,531,France,Male,29.0,3,114590.58,1,0.0,0.0,75585.48,0
1818,15804075,Chuang,628,Germany,Female,36.0,3,91286.51,1,1.0,0.0,63085.94,0
1819,15800517,Huang,633,Spain,Male,32.0,5,163340.12,2,1.0,1.0,74415.2,0
1820,15712319,Chukwukere,714,Spain,Male,45.0,8,150900.29,2,0.0,1.0,139889.15,0
