RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
not_a_number,15746190,Payton,624,Spain,Female,28.0,2,0.0,2,0.0,1.0,104353.26,0
2032,15591357,Cowger,765,France,Male,51.0,3,not_a_number,1,1.0,1.0,115429.32,0
2033,15736717,Banks,667,Germany,ERR_429,37.0,5,92171.35,3,1.0,0.0,178106.34,1
2034,15679909,Pugliesi,665,Spain,Male,41.0,8,0.0,2,1.0,0.0,132152.32,0
2035,15634262,Fantin,709,Germany,Male,34.0,4,148375.19,2,1.0,1.0,21521.38,0
2036,15799825,Bentley,583,France,Female,44.0,8,0.0,2,1.0,1.0,27431.62,not_a_number
2037,15756875,Freeman,99999,Spain,Male,34.0,6,147422.44,1,0.0,1.0,42143.61,0
2038,15678146,Wong,668,Spain,Female,24.0,7,173962.32,1,0.0,0.0,106457.11,1
2039,15710743,Onwuamaeze,621,France,Male,47.0,0,0.0,1,1.0,1.0,133831.37,1
2040,15595831,Shen,579,Germany,Female,64.0,6,145215.43,1,1.0,1.0,164083.72,0
