RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3451,15661936,Chikelu,513,France,Male,40.0,3,141004.46,1,1.0,0.0,105028.46,0
3452,15700864,Fiorentini,607,France,Female,21.0,0,0.0,2,1.0,0.0,116106.52,0
3453,15722965,Yefimova,757,France,Male,57.0,3,89079.41,1,1.0,1.0,53179.21,1
3454,15737521,Ball,619,Germany,Male,40.0,9,103604.31,2,0.0,0.0,140947.05,0
3455,15814465,Ch'in,612,France,Male,24.0,1,182705.05,1,1.0,1.0,171837.06,0
3456,15580988,Odell,842,France,Male,29.0,8,0.0,2,1.0,1.0,123437.05,0
3457,15789974,Enemuo,713,France,Male,33.0,6,94598.48,1,0.0,0.0,197519.66,1
3458,15713370,Hunter,657,Spain,Male,36.0,8,188241.05,2,0.0,0.0,183058.51,1
3459,ERR_106,Nepean,770,France,Female,37.0,9,0.0,2,0.0,0.0,22710.72,0
3460,15754919,Nwebube,773,France,Female,40.0,10,0.0,2,0.0,1.0,69303.15,0
