RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1471,15762332,Ulyanova,568,Germany,Female,31.0,1,61592.14,2,1.0,1.0,61796.64,0
1472,15593468,Steiner,806,France,Male,48.0,4,164701.68,ERR_776,1.0,1.0,21439.49,0
1473,15729956,Akabueze,726,Spain,Female,26.0,1,80780.16,1,1.0,1.0,19225.85,0
1474,15772559,INVALID,552,France,Male,36.0,8,0.0,2,0.0,0.0,132547.02,0
1475,15598782,Pinto,755,Germany,Female,30.0,6,154221.37,2,0.0,1.0,62688.55,0
1476,15745080,Griffiths,634,France,Male,26.0,8,0.0,1,1.0,0.0,21760.96,0
1477,15703399,McNeil,756,France,Female,26.0,5,101641.14,2,0.0,1.0,154460.68,0
1478,15732175,Bruno,776,France,Male,37.0,2,0.0,1,0.0,1.0,8065.0,0
1479,15630725,Johnson,649,France,Female,45.0,5,92786.66,1,1.0,0.0,173365.9,1
1480,15640260,Okorie,595,Germany,Male,32.0,8,131081.66,2,1.0,1.0,69428.79,0
