RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3526,15632551,Buccho,not_a_number,Germany,Male,31.0,4,77743.01,2,1.0,99999,75335.68,0
2202,15682435,P'eng,600,France,Male,35.0,4,143744.77,2,1.0,0.0,104076.51,0
6566,15789936,T'ao,663,France,Female,33.0,2,0.0,2,1.0,0.0,153295.0,0
6497,15789313,Ugorji,595,Germany,Female,44.0,4,96553.52,2,1.0,0.0,143952.24,1
2853,INVALID,Arnold,609,France,Male,40.0,6,0.0,2,1.0,1.0,97416.34,99999
2592,15790846,Ts'ai,634,Germany,Male,38.0,2,148430.55,1,1.0,1.0,56055.72,0
9625,15668309,Maslow,350,France,Female,40.0,0,111098.85,1,1.0,1.0,172321.21,-42
8716,15700601,Landseer,579,Germany,Male,41.0,0,141749.68,1,0.0,1.0,9201.53,0
8716,15700601,Landseer,579,Germany,Male,41.0,0,141749.68,1,0.0,1.0,9201.53,0
6648,15691627,Tai,713,France,Female,37.0,8,0.0,1,1.0,1.0,###,0
