RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5651,15644882,Watson,616,Germany,Female,36.0,10,78249.53,1,1.0,0.0,136934.91,0
5652,15766272,Folliero,521,Germany,Female,61.0,0,125193.96,1,1.0,1.0,109356.53,0
5653,15800620,Fitzgerald,691,France,Female,29.0,9,0.0,2,0.0,0.0,199635.93,0
5654,15569764,Garner,687,Germany,Female,41.0,2,154007.21,1,1.0,0.0,158408.23,0
5655,15747458,Folliero,677,Spain,Female,43.0,3,133214.88,2,1.0,1.0,95936.84,0
5656,15573171,Liao,695,Spain,Male,63.0,1,146202.93,1,1.0,1.0,126688.83,1
5657,15770255,Lucchesi,663,France,Female,27.0,9,0.0,2,1.0,0.0,150850.29,0
5658,15763381,Chan,496,France,Male,30.0,0,90963.49,1,0.0,1.0,27802.0,0
5659,15814430,Ma,747,Spain,Male,41.0,9,0.0,1,1.0,0.0,32430.94,1
5660,###,Nwabugwu,546,France,Female,52.0,2,0.0,1,1.0,0.0,137332.37,1
