RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3031,15725660,Dellucci,676,France,Male,20.0,1,80569.73,1,0.0,0.0,68621.98,0
,15742269,Garran,678,France,Female,22.0,4,174852.89,1,1.0,1.0,28149.06,0
3033,15800061,Moretti,495,Spain,Female,45.0,3,89158.94,3,1.0,0.0,135169.76,1
3034,15578006,Yao,787,France,Female,85.0,10,,2,###,1.0,116537.96,0
3035,15668504,Lucchesi,770,France,Male,36.0,2,89800.14,UNKNOWN,1.0,1.0,105922.69,0
3036,15687491,Nkemdilim,817,Germany,Male,45.0,9,101207.75,1,0.0,0.0,88211.12,1
3037,15610403,Anderson,659,France,Male,43.0,1,106086.42,2,1.0,0.0,26900.63,0
3038,15741094,Sagese,-42,France,ERR_815,21.0,1,0.0,2,not_a_number,1.0,3494.02,0
3039,15807909,Rubensohn,744,France,Male,47.0,9,0.0,2,1.0,0.0,113163.17,0
3040,15666141,Baldwin,829,Spain,Female,26.0,8,101440.36,2,1.0,1.0,19324.5,0
