RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4361,15801934,Su,678,France,Male,66.0,8,0.0,2,1.0,1.0,47117.03,0
4362,15592000,Calabresi,781,Germany,Female,48.0,9,82794.18,1,1.0,0.0,124720.68,1
4363,15618695,Ts'ui,571,ERR_489,Female,22.0,3,108117.1,1,0.0,1.0,53328.7,ERR_484
4364,15637110,McCulloch,634,Spain,Female,35.0,10,0.0,1,1.0,0.0,82634.41,0
4365,15727408,Koo,523,Germany,Male,27.0,8,61688.61,2,1.0,0.0,147059.16,0
4366,15716328,Miller,501,France,Female,40.0,2,0.0,2,0.0,0.0,141946.92,0
UNKNOWN,15669060,,662,France,Male,74.0,6,0.0,2,1.0,0.0,123583.85,0
4368,15675854,Douglas,573,Spain,Male,50.0,0,159304.07,1,0.0,1.0,155915.24,1
4369,15621116,Fang,648,Germany,Male,33.0,5,138664.24,1,1.0,0.0,29076.27,0
4370,15781495,Munro,662,France,Female,22.0,2,###,2,1.0,1.0,97382.8,0
