RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8371,15807107,Patel,612,France,Male,32.0,3,121394.42,1,1.0,0.0,164081.42,0
8372,15661034,Ngozichukwuka,813,Germany,Female,29.0,5,106059.4,1,ERR_467,0.0,187976.88,1
8373,15811958,Medland,850,Germany,Male,44.0,2,112755.34,2,0.0,0.0,158171.36,0
8374,15785167,Padovano,795,Spain,Male,29.0,4,0.0,2,0.0,0.0,155711.64,0
8375,15646720,,628,Spain,Female,55.0,7,0.0,3,1.0,0.0,85890.75,
8376,15658614,H?,565,Germany,Female,38.0,7,145400.69,2,1.0,1.0,83844.79,0
8377,15704657,,601,France,Male,39.0,3,72647.64,1,1.0,0.0,,1
8378,15567147,Ratten,802,Spain,Male,40.0,4,0.0,2,1.0,1.0,81908.09,0
8379,15701319,Baxter,614,Germany,Female,37.0,6,96340.81,2,1.0,1.0,139377.24,1
8380,15745266,Norman,434,Spain,Male,55.0,6,0.0,1,0.0,1.0,73562.05,1
