RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1491,15761976,Su,797,Spain,Female,31.0,8,0.0,2,1.0,0.0,117916.63,0
1492,15634891,Jamison,504,Germany,Female,43.0,7,102365.49,1,1.0,0.0,194690.77,1
1493,15744517,Esposito,735,Spain,Male,50.0,9,0.0,1,0.0,0.0,166677.35,1
1494,15686963,Hardiman,680,Spain,Female,30.0,3,0.0,1,1.0,0.0,160131.58,0
1495,15808189,Woodard,449,France,Male,52.0,6,0.0,2,0.0,1.0,123622.0,0
1496,15580845,Chienezie,685,Germany,Male,57.0,7,101868.51,1,0.0,1.0,113483.96,0
1497,15799156,Okwuadigbo,569,Spain,Male,38.0,8,0.0,2,0.0,0.0,79618.79,0
1498,15694296,Chineze,631,France,Male,35.0,9,112392.45,2,1.0,0.0,24472.23,0
1499,15677049,O'Brien,595,Germany,Female,25.0,7,106570.34,2,0.0,1.0,177025.79,0
1500,15583595,Tao,461,France,Female,28.0,8,0.0,1,1.0,1.0,103349.74,0
