RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8141,15572022,Han,605,France,Female,-9999,6,0.0,1,0.0,1.0,690.84,0
3192,15760570,Stephenson,590,France,Male,32.0,5,0.0,2,1.0,0.0,59249.83,0
6608,15598259,Gregory,673,Germany,Female,41.0,9,98612.1,1,1.0,0.0,151349.35,0
6608,15598259,Gregory,673,Germany,Female,41.0,9,98612.1,1,1.0,0.0,151349.35,0
1520,15738267,Macarthur,544,France,Female,64.0,3,124043.8,1,1.0,1.0,111402.97,1
8984,15783025,Piazza,723,Germany,Male,37.0,3,94661.53,2,1.0,0.0,121239.65,0
7079,15682576,Onyenachiya,###,France,Male,67.0,1,149436.73,-42,0.0,1.0,106282.74,0
1838,15619343,Mahmood,561,France,Male,56.0,7,152759.0,2,1.0,ERR_917,133167.11,1
8614,15577018,Tsao,684,Germany,Female,26.0,2,114035.39,1,0.0,0.0,96885.19,0
5250,15756118,Quinn,740,France,Male,44.0,9,0.0,1,0.0,1.0,96528.0,1
