RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
-9999,15752047,Trevisano,689,Germany,Male,33.0,2,UNKNOWN,2,1.0,0.0,,0
212,15624592,Tan,603,France,Male,31.0,8,99999,2,1.0,1.0,169915.02,0
213,15573152,Glassman,620,France,Female,41.0,9,0.0,2,0.0,0.0,88852.47,0
214,15768006,Miller,676,France,Female,34.0,1,63095.01,1,1.0,1.0,40645.81,0
215,15785542,Kornilova,572,Germany,Male,26.0,4,118287.01,2,0.0,0.0,60427.3,0
216,15723488,Watson,668,Germany,Male,47.0,7,,1,0.0,1.0,157959.02,1
217,15580134,ERR_193,695,France,Male,46.0,7,49512.55,1,1.0,0.0,133007.34,0
218,15783659,Millar,730,Spain,###,33.0,9,0.0,not_a_number,0.0,0.0,176576.62,0
219,15659366,Shih,807,France,Male,43.0,1,105799.32,2,1.0,0.0,34888.04,1
220,15774854,Fuller,592,France,Male,54.0,8,0.0,1,-9999,1.0,28737.71,
