RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5301,15613734,Fallaci,640,France,Female,33.0,6,84719.13,2,1.0,1.0,113048.79,0
5302,15606177,Crawford,672,France,Male,39.0,2,0.0,2,1.0,0.0,87372.49,0
###,15636700,Marsh,701,France,Male,39.0,9,140236.98,1,0.0,1.0,146651.99,0
5304,15645766,Kosisochukwu,UNKNOWN,Spain,Male,25.0,9,,2,1.0,1.0,8227.91,0
5305,15671345,Piccio,531,Spain,Female,42.0,6,75302.85,2,0.0,0.0,57034.35,0
5306,15652469,Nevels,699,France,Male,27.0,1,0.0,2,1.0,0.0,93003.21,0
5307,15749638,Kaodilinakachukwu,605,France,Female,51.0,9,104760.82,1,1.0,1.0,165574.54,1
5308,15728706,Amaechi,534,France,Female,ERR_265,7,0.0,,1.0,0.0,13566.48,1
5309,15735439,P'an,449,Spain,Female,31.0,1,113693.0,1,0.0,0.0,82796.29,0
5310,15778696,Ikemefuna,684,Spain,Female,36.0,5,174180.39,1,1.0,0.0,119830.08,0
