RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6411,15762351,Chao,689,Spain,Female,63.0,1,0.0,2,1.0,1.0,186526.12,0
6412,15791172,Yeh,672,Germany,Female,21.0,1,35741.69,1,1.0,0.0,28789.94,0
6413,15598982,Klein,602,Germany,Female,53.0,5,98268.84,1,0.0,1.0,45038.29,1
6414,15734765,Mahmood,739,France,Female,20.0,4,133800.98,1,0.0,1.0,150245.81,0
6415,15642912,Tu,618,France,Female,21.0,2,125682.79,1,0.0,0.0,57762.0,0
6416,15769516,Shcherbakov,674,France,Female,42.0,9,0.0,2,1.0,0.0,4292.72,0
6417,15789379,Zetticci,762,France,Male,26.0,6,130428.78,1,1.0,0.0,173365.89,0
6418,15695103,Carr,790,Spain,Male,37.0,6,0.0,2,1.0,1.0,119484.01,0
6419,15801924,Browne,754,Spain,Female,27.0,8,0.0,2,0.0,0.0,121821.16,0
6420,15646513,Feng,729,ERR_190,Male,44.0,6,0.0,2,1.0,0.0,151733.43,0
