RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6041,15735358,Dowse,682,Spain,Male,46.0,4,0.0,1,1.0,1.0,4654.28,0
6042,15749472,Lucciano,775,France,Male,45.0,8,0.0,1,1.0,0.0,130376.68,0
6043,15685872,Godfrey,727,France,Female,29.0,1,146652.01,1,1.0,1.0,173486.39,0
6044,15760851,Gratton,629,France,Male,31.0,6,0.0,2,1.0,0.0,93881.75,0
6045,15734588,Manning,684,France,Male,46.0,0,0.0,2,1.0,1.0,36376.97,0
6046,15784594,Mazzi,549,Germany,Female,37.0,1,130622.34,2,1.0,1.0,128499.94,0
6047,15606435,Wall,593,Germany,Male,69.0,2,187013.13,2,0.0,1.0,105898.69,0
6048,15790247,Sims,536,Spain,Male,40.0,9,0.0,2,1.0,1.0,11959.03,0
6049,15676433,Allan,707,France,Female,36.0,6,0.0,1,0.0,0.0,98810.78,0
6050,15625905,Griffen,592,Spain,Male,41.0,0,0.0,2,1.0,0.0,65906.07,0
