RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7441,15604130,Johnstone,622,Spain,Female,47.0,6,142319.03,1,0.0,0.0,100183.05,0
7442,15651336,Alvares,721,France,Male,54.0,5,not_a_number,2,1.0,1.0,4493.12,ERR_505
7443,15715519,McDavid,614,Spain,Male,36.0,5,0.0,2,1.0,0.0,130610.78,0
7444,15587266,Dellucci,634,France,Female,,2,87413.19,1,1.0,0.0,63340.65,0
7445,15605276,Brothers,742,France,Female,29.0,4,0.0,2,1.0,1.0,180066.59,0
7446,15630592,Sanders,516,France,Female,45.0,4,0.0,1,1.0,0.0,95273.73,1
7447,15636626,Morrison,718,France,Male,35.0,3,97560.16,1,1.0,1.0,53511.74,0
7448,15740411,Molle,636,Germany,Male,30.0,8,141787.31,2,1.0,1.0,109685.61,0
7449,15593834,Genovese,691,Spain,Male,36.0,7,129934.64,1,0.0,0.0,75664.56,1
7450,15804235,Zetticci,698,France,Female,37.0,2,166178.02,2,1.0,1.0,71972.95,0
