RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8311,15752809,De Mestre,702,Spain,Male,43.0,6,116121.67,1,1.0,0.0,61602.42,0
8312,15589698,De Luca,555,Germany,Male,42.0,6,107104.5,1,1.0,1.0,41304.44,1
8313,15609977,Mundy,587,France,Male,47.0,6,71026.77,1,1.0,0.0,57962.41,0
8314,15750121,Tung,639,France,Male,38.0,3,0.0,1,1.0,0.0,42862.82,0
not_a_number,15734177,Donahue,643,France,Male,33.0,4,0.0,2,1.0,1.0,152992.04,0
8316,15781347,Okagbue,600,France,Female,41.0,1,0.0,2,1.0,1.0,91193.65,0
8317,15592025,Nnaemeka,651,France,Male,53.0,7,0.0,2,1.0,1.0,130132.41,0
8318,15670163,Verjus,666,France,Female,27.0,4,0.0,2,0.0,0.0,88751.45,0
8319,15765402,H?,520,France,Female,39.0,6,145644.05,1,0.0,0.0,104118.93,0
8320,15624343,Napolitani,650,Spain,Female,50.0,7,129667.77,1,0.0,0.0,42028.16,0
