RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
946,15709295,Wall,697,Spain,Female,25.0,5,82931.85,2,1.0,1.0,UNKNOWN,0
9950,15798615,Wan,850,France,Female,47.0,9,137301.87,1,1.0,0.0,44351.77,0
9814,15691170,Vasilyeva,590,Spain,Female,29.0,10,99250.08,1,1.0,1.0,129629.41,ERR_974
not_a_number,15646513,Maitland,691,France,Male,24.0,6,0.0,2,1.0,1.0,92811.2,0
7285,15706464,White,667,Spain,###,35.0,4,97585.32,2,0.0,0.0,57213.46,0
1630,15595303,Johnston,736,Germany,Male,46.0,5,130812.91,1,1.0,1.0,77981.54,1
3195,15673539,Napolitani,690,France,Female,26.0,3,118097.87,1,1.0,0.0,61257.83,0
3977,15792180,Chiekwugo,566,Germany,Male,22.0,7,-42,2,1.0,0.0,102246.0,0
4213,15773512,Bischof,627,Spain,Female,25.0,4,0.0,1,1.0,1.0,194313.93,0
2217,15627484,Obielumani,686,France,Female,47.0,5,113328.93,1,1.0,0.0,124170.9,0
