RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9741,15572021,Ts'ao,798,Germany,Female,29.0,8,80204.11,2,1.0,0.0,70223.22,0
9742,15637461,Ukaegbunam,758,France,Male,35.0,7,0.0,2,1.0,0.0,77951.84,0
9743,15620577,Wood,715,France,Male,45.0,4,0.0,2,1.0,1.0,55043.93,0
9744,15609643,Furneaux,752,Germany,Male,32.0,9,115587.49,2,0.0,1.0,101677.46,0
9745,15785358,Gresswell,586,Germany,Male,46.0,8,106968.96,1,1.0,1.0,79366.98,1
9746,15603883,Ch'in,818,France,Male,36.0,4,0.0,2,1.0,1.0,8037.03,0
9747,15786035,Ma,490,Germany,Female,41.0,0,139659.04,1,1.0,1.0,176254.12,0
not_a_number,15775761,Iweobiegbunam,610,Germany,Female,69.0,5,86038.21,3,0.0,0.0,192743.06,1
9749,15680201,Marcelo,627,Germany,Male,24.0,5,102773.2,2,1.0,0.0,,1
9750,15767594,Azubuike,533,France,Female,35.0,8,0.0,2,1.0,1.0,187900.12,0
