RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5461,15668894,Abramova,661,Germany,Male,41.0,5,122552.48,2,0.0,1.0,120646.4,0
5462,15589563,ERR_182,ERR_654,Spain,Male,31.0,2,118899.45,2,0.0,0.0,41409.36,0
5463,15693162,Higgins,694,France,Female,29.0,,99713.87,1,0.0,0.0,,0
5464,15661034,Marshall,731,France,Female,36.0,6,0.0,1,0.0,-42,152128.36,0
5465,15795540,Reye,556,France,Female,36.0,2,134208.22,1,0.0,1.0,177670.57,0
5466,15794941,Chibueze,647,Germany,Female,41.0,1,85906.65,3,1.0,0.0,189159.97,0
5467,15611848,Kwemtochukwu,850,Germany,Male,32.0,3,137714.25,1,0.0,1.0,159403.68,0
5468,15581237,Biryukova,573,Spain,Male,33.0,1,160777.9,1,1.0,1.0,149536.15,0
5469,15738150,Chidozie,591,France,Male,45.0,5,0.0,2,1.0,1.0,155492.87,0
5470,15678571,Barber,723,France,Male,21.0,4,0.0,2,0.0,0.0,24847.02,0
