RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
611,15686611,Moss,495,France,Male,30.0,10,129755.99,1,0.0,0.0,172749.65,0
612,15603203,Avdeyeva,650,France,Female,27.0,6,UNKNOWN,not_a_number,1.0,0.0,1002.39,0
613,15619857,Crawford,605,France,Female,64.0,2,129555.7,1,1.0,1.0,13601.79,0
614,15805062,Lynton,667,Spain,Male,38.0,1,87202.38,1,1.0,1.0,77866.91,0
615,15660271,Duncan,688,Germany,Male,26.0,8,146133.39,1,1.0,1.0,175296.76,0
616,15745295,Gether,727,Spain,Female,31.0,0,0.0,1,1.0,0.0,121751.04,1
617,15719352,Davidson,754,Spain,Male,39.0,6,170184.99,2,1.0,0.0,89593.26,0
618,15766575,Larionova,612,Germany,Female,62.0,8,140745.33,1,-9999,0.0,-9999,1
619,15594594,Loggia,546,Spain,Male,42.0,7,139070.51,1,1.0,1.0,86945.0,0
620,15646161,Steinhoff,673,Spain,Female,37.0,8,0.0,2,1.0,1.0,183318.79,0
