RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3711,15601796,Chizuoke,645,France,Male,30.0,1,125739.26,1,1.0,1.0,193441.23,0
3712,15729489,Hyde,762,Germany,Female,34.0,8,98592.88,1,0.0,1.0,191790.29,1
3713,15613216,Cameron,639,Spain,Female,39.0,1,141789.15,1,1.0,0.0,92455.96,0
3714,15657937,Lord,709,Germany,Male,22.0,0,112949.71,1,0.0,0.0,155231.55,0
3715,15815428,Biryukova,823,France,Male,34.0,3,105057.33,1,1.0,0.0,9217.92,0
3716,15640409,Carpenter,817,Germany,Female,46.0,0,89087.89,1,0.0,1.0,87941.85,1
3717,15749167,Lorenzo,665,Germany,Female,27.0,2,147435.96,1,0.0,0.0,187508.06,0
3718,15623536,Madukwe,646,Germany,Male,39.0,0,154439.86,1,1.0,0.0,171519.06,0
3719,15707551,Hutcheon,568,France,Male,30.0,8,73054.37,2,1.0,1.0,27012.0,0
3720,15577999,Sleeman,850,France,Female,62.0,1,124678.35,1,1.0,0.0,70916.0,1
