RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5291,15743490,Zikoranachidimma,795,Germany,Female,56.0,9,94348.94,not_a_number,1.0,0.0,29239.29,1
5292,,Milanesi,659,France,INVALID,32.0,2,155584.21,1,0.0,1.0,153662.88,0
5293,15570908,Ahern,745,France,Female,28.0,6,not_a_number,2,1.0,0.0,154389.18,0
5294,15757385,Dickson,604,Spain,Female,41.0,INVALID,not_a_number,2,1.0,1.0,166224.39,0
5295,15619343,Anayochukwu,,Germany,Male,32.0,9,170661.47,not_a_number,1.0,1.0,21646.2,0
5296,15801788,McDonald,706,Germany,Female,29.0,6,185544.36,1,1.0,0.0,171037.63,0
ERR_372,15702462,Fiorentini,619,Spain,Female,44.0,6,52831.13,-9999,1.0,1.0,112649.22,1
5298,15745324,Russo,572,Germany,Male,51.0,8,97750.07,3,not_a_number,1.0,193014.26,1
5299,15794187,Young,695,France,Male,36.0,6,114007.5,2,1.0,0.0,118120.88,0
5300,15792989,Bianchi,543,France,Female,71.0,1,104308.77,1,1.0,1.0,25650.04,0
