RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5811,15692443,Ch'en,495,Spain,Female,42.0,7,0.0,2,0.0,0.0,130404.53,0
-42,15810878,Baker,-9999,Spain,Female,38.0,6,141786.78,1,0.0,1.0,147797.54,0
5813,15587835,Osinachi,850,France,Male,41.0,3,136416.82,1,0.0,1.0,57844.26,0
5814,15763515,Shih,513,France,Male,30.0,5,0.0,2,1.0,0.0,162523.66,0
5815,15725882,Feng,618,Germany,Female,40.0,ERR_663,not_a_number,2,1.0,1.0,54495.82,0
5816,15788022,Sternberg,###,Germany,Female,41.0,4,90757.64,2,ERR_222,1.0,169183.66,-9999
5817,15663917,Adams,547,France,Male,43.0,1,92350.36,1,0.0,1.0,80262.91,0
5818,15656865,Gray,613,Germany,Male,69.0,9,78778.49,1,0.0,1.0,8751.59,0
5819,15667971,Shepherd,592,Germany,Female,34.0,6,102143.93,2,1.0,1.0,102628.98,0
5820,15800366,Walton,546,France,Male,29.0,5,0.0,1,1.0,1.0,94823.95,0
